point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule
185,9. Event types discussed,PLAN_CHANGE event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0185,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
186,9. Event types discussed,WORKER_SPAWN event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0186,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
187,9. Event types discussed,CHECKPOINT event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0187,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
188,9. Event types discussed,COMPLETION_CANDIDATE event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0188,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
189,9. Event types discussed,RECOVERY event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0189,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
190,9. Event types discussed,MUTATION_INTENT event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0190,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
191,9. Event types discussed,CONSEQUENTIAL_ACTION event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0191,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
192,9. Event types discussed,STRATEGY_CHANGE event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0192,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
193,9. Event types discussed,REPEATED_FAILURE event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0193,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
194,9. Event types discussed,HUMAN_ESCALATION event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0194,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
195,9. Event types discussed,IRREVERSIBLE_ACTION event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0195,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
196,9. Event types discussed,HIGH_MATERIALITY_DECISION event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0196,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
197,9. Event types discussed,TURN_COMPLETE event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0197,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
198,9. Event types discussed,Potential WORK_BEGIN/objective-start event.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0198,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
199,9. Event types discussed,Potential state-update events for router accumulation.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0199,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
200,9. Event types discussed,Potential Jev-challenge receipt events.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0200,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
201,10. High-value Jev decision categories,STRATEGY category.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0201,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
202,10. High-value Jev decision categories,ROUTING category.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0202,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
203,10. High-value Jev decision categories,RECOVERY category.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0203,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
204,10. High-value Jev decision categories,COMPLETION category.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0204,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
205,10. High-value Jev decision categories,COMMIT category.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0205,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
206,10. High-value Jev decision categories,PRIORITIZATION category.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0206,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
207,10. High-value Jev decision categories,Resource allocation.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0207,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
208,10. High-value Jev decision categories,Worker selection.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0208,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
209,10. High-value Jev decision categories,Tool selection.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0209,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
210,10. High-value Jev decision categories,Tool-family selection.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0210,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
211,10. High-value Jev decision categories,Local-machine versus remote-worker selection.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0211,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
212,10. High-value Jev decision categories,Model/provider selection when materially consequential.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0212,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
213,10. High-value Jev decision categories,Retry versus replan.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0213,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
214,10. High-value Jev decision categories,Retry versus gather-more-evidence.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0214,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
215,10. High-value Jev decision categories,Retry versus escalation.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0215,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
216,10. High-value Jev decision categories,Replan versus escalation.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0216,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
217,10. High-value Jev decision categories,Rollback decisions.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0217,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
218,10. High-value Jev decision categories,Hypothesis selection.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0218,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
219,10. High-value Jev decision categories,Remediation-path selection.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0219,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
220,10. High-value Jev decision categories,Whether more evidence is required.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0220,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
221,10. High-value Jev decision categories,Whether human input is genuinely required.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0221,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
222,10. High-value Jev decision categories,Whether a task is actually complete.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0222,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
223,10. High-value Jev decision categories,Whether an expensive additional action is justified.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0223,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
224,10. High-value Jev decision categories,Which candidate merits deeper investigation.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0224,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
225,10. High-value Jev decision categories,Which project/work item receives resources next.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0225,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
226,10. High-value Jev decision categories,Which implementation approach should be pursued.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0226,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
227,10. High-value Jev decision categories,Which recovery branch should be pursued.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0227,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
228,11. Hermes decision included in original event,Hermes’s proposed decision embedded in the original structured event.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0228,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
229,11. Hermes decision included in original event,No second request asking Hermes what decision did you make.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0229,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
230,11. Hermes decision included in original event,hermes_decision field.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0230,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
231,11. Hermes decision included in original event,Candidate choices included with the event.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0231,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
232,11. Hermes decision included in original event,Hermes reason summary optionally included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0232,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
233,11. Hermes decision included in original event,Relevant evidence included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0233,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
234,11. Hermes decision included in original event,Relevant state included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0234,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
235,11. Hermes decision included in original event,Materiality included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0235,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
236,11. Hermes decision included in original event,Reversibility included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0236,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
237,11. Hermes decision included in original event,Objective included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0237,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
238,11. Hermes decision included in original event,State version included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0238,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
239,11. Hermes decision included in original event,Decision version included.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0239,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
240,11. Hermes decision included in original event,Jev evaluates the decision Hermes has already proposed.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0240,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
241,11. Hermes decision included in original event,Agreement can be detected without another Hermes round trip.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0241,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
242,11. Hermes decision included in original event,Disagreement can be detected without another Hermes round trip.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0242,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
243,12. Example structured decision metadata to retain,event_id.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0243,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
244,12. Example structured decision metadata to retain,turn_id.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0244,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
245,12. Example structured decision metadata to retain,work_session_id/objective ID.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0245,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
246,12. Example structured decision metadata to retain,decision_id.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0246,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
247,12. Example structured decision metadata to retain,type.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0247,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
248,12. Example structured decision metadata to retain,scope.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0248,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
249,12. Example structured decision metadata to retain,goal.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0249,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
250,12. Example structured decision metadata to retain,state.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0250,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
251,12. Example structured decision metadata to retain,choices.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0251,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
252,12. Example structured decision metadata to retain,hermes_decision.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0252,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
253,12. Example structured decision metadata to retain,reason_summary.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0253,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
254,12. Example structured decision metadata to retain,materiality.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0254,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
255,12. Example structured decision metadata to retain,reversible.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0255,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
256,12. Example structured decision metadata to retain,state_version.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0256,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
257,12. Example structured decision metadata to retain,decision_version.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0257,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
258,12. Example structured decision metadata to retain,contract.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0258,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
259,12. Example structured decision metadata to retain,evidence.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0259,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
260,12. Example structured decision metadata to retain,current_strategy.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0260,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
261,12. Example structured decision metadata to retain,active_hypothesis.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0261,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
262,12. Example structured decision metadata to retain,consequence.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0262,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
263,12. Example structured decision metadata to retain,decision_context.,T06,Decision request schema with Hermes proposal embedded,Phase 2 — event substrate,T06-R0263,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
264,13. Jev response metadata,Original event_id.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0264,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
265,13. Jev response metadata,Original turn_id.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0265,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
266,13. Jev response metadata,Original state version.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0266,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
267,13. Jev response metadata,Original decision version.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0267,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
268,13. Jev response metadata,jev_decision.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0268,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
269,13. Jev response metadata,Jev probabilities.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0269,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
270,13. Jev response metadata,Jev confidence.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0270,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
271,13. Jev response metadata,Agreement/disagreement disposition.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0271,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
272,13. Jev response metadata,Jev model.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0272,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
273,13. Jev response metadata,Jev provider.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0273,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
274,13. Jev response metadata,Jev transport.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0274,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
275,13. Jev response metadata,Jev request ID.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0275,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
276,13. Jev response metadata,Jev latency.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0276,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
277,13. Jev response metadata,Jev token usage.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0277,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
278,13. Jev response metadata,Jev cost.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0278,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
279,13. Jev response metadata,Jev contract.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0279,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
280,13. Jev response metadata,Jev supervision recommendation where applicable.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0280,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
281,13. Jev response metadata,Jev freshness/validity metadata.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0281,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
282,13. Jev response metadata,Jev watch recommendations where applicable.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0282,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
283,14. Confidence-gated challenge system,Low-confidence Jev answers do not interrupt Hermes.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0283,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
284,14. Confidence-gated challenge system,Low-confidence Jev answers may still be logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0284,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
285,14. Confidence-gated challenge system,Medium-confidence agreement normally log-only.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0285,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
286,14. Confidence-gated challenge system,High-confidence agreement normally log-only.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0286,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
287,14. Confidence-gated challenge system,High-confidence disagreement can generate a challenge.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0287,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
288,14. Confidence-gated challenge system,Very-high-confidence/high-consequence disagreement can generate stronger intervention.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0288,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
289,14. Confidence-gated challenge system,Agreement never needs to block Hermes.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0289,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
290,14. Confidence-gated challenge system,Most Jev responses should produce no user-visible or worker-visible interruption.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0290,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
291,14. Confidence-gated challenge system,Jev becomes a sparse exception channel.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0291,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
292,14. Confidence-gated challenge system,Confidence thresholds empirically calibrated.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0292,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
293,14. Confidence-gated challenge system,No permanent reliance on arbitrary example thresholds like .70/.85/.95.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0293,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
294,14. Confidence-gated challenge system,Confidence interpreted together with consequence.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0294,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
295,14. Confidence-gated challenge system,Confidence interpreted together with uncertainty.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0295,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
296,14. Confidence-gated challenge system,Confidence interpreted together with staleness.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0296,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
297,14. Confidence-gated challenge system,Confidence interpreted together with reversibility.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0297,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
298,14. Confidence-gated challenge system,Challenge system records why a challenge was raised.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0298,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
299,15. Jev challenge pipeline,Dedicated jev_challenge component.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0299,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
300,15. Jev challenge pipeline,Dedicated challenge queue.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0300,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
301,15. Jev challenge pipeline,Hermes challenge inbox.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0301,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
302,15. Jev challenge pipeline,Challenge associated with original decision/event.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0302,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
303,15. Jev challenge pipeline,Challenge delivered only when useful.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0303,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
304,15. Jev challenge pipeline,Challenge can arrive after Hermes has continued working.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0304,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
305,15. Jev challenge pipeline,Challenge validated against current state before application.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0305,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
306,15. Jev challenge pipeline,Challenge may modify current action when still actionable.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0306,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
307,15. Jev challenge pipeline,Challenge may modify next action when current action already occurred.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0307,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
308,15. Jev challenge pipeline,Challenge may be logged as stale.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0308,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
309,15. Jev challenge pipeline,Challenge may be advisory only.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0309,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
310,15. Jev challenge pipeline,Challenge may become precommit checkpoint for selected consequential actions.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0310,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
311,15. Jev challenge pipeline,Challenge acceptance logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0311,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
312,15. Jev challenge pipeline,Challenge rejection/override logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0312,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
313,15. Jev challenge pipeline,Override outcome logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0313,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
314,15. Jev challenge pipeline,Challenge usefulness later correlated with final outcomes.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0314,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
315,16. Agreement/disagreement semantics,Hermes/Jev agreement logging.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0315,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
316,16. Agreement/disagreement semantics,Hermes/Jev disagreement logging.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0316,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
317,16. Agreement/disagreement semantics,No interruption for ordinary agreement.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0317,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
318,16. Agreement/disagreement semantics,High-confidence disagreement surfaced.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0318,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
319,16. Agreement/disagreement semantics,Final executed action logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0319,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
320,16. Agreement/disagreement semantics,Whether Hermes adopted Jev correction logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0320,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
321,16. Agreement/disagreement semantics,Whether Hermes correctly overrode Jev logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0321,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
322,16. Agreement/disagreement semantics,Whether Jev correctly overrode Hermes logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0322,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
